Date,Open,High,Low,Close,Volume
2018-01-01,100.0,102.63308077601845,96.54187518386563,99.15264440254292,488628.0
2018-01-02,99.22252935021612,99.63689304889428,97.53670750147053,97.94573919040737,505570.0
2018-01-03,98.19470688792155,98.8620856164259,98.09568048120492,98.7624866209359,725443.0
2018-01-04,98.84086654234821,100.91338372871314,97.18834138560634,99.2539521736216,719514.0
2018-01-05,99.87009744778541,100.98673262377646,95.64643059834283,96.72793363030893,369393.0
2018-01-08,97.09816738528788,103.94262032045835,91.9339256876134,98.69352811895367,478115.0
2018-01-09,98.61219135686252,99.57318764331937,97.57885953573056,98.5391439601344,209894.0
2018-01-10,98.45586468430875,100.20694453821034,94.91096228483465,96.62956053478524,460302.0
2018-01-11,96.75024495285359,101.18403369365515,94.31338728283538,98.69811483858713,322031.0
2018-01-12,98.48355479024823,100.1114076789288,98.16220274143072,99.78580638040191,410630.0
2018-01-15,100.09576667751605,100.82504528796598,96.87446419621364,97.58545314240052,225449.0
2018-01-16,97.68128172271344,103.77862579409957,94.78109338567276,100.78624996201688,520190.0
2018-01-17,100.85655498415838,103.31146420451583,99.56843353377305,102.00862867986828,224442.0
2018-01-18,102.20495274871593,103.66071232213676,100.54696117591249,101.9997986299607,469448.0
2018-01-19,102.49868760748701,105.21236937491246,102.4077785476227,105.11913616319622,270871.0
2018-01-22,105.16894762762082,107.13032988438876,103.48321152135179,105.44024519317976,314942.0
2018-01-23,105.4069094928842,107.33206772541266,103.47102989724819,105.39598867122287,702143.0
2018-01-24,105.83088408368441,107.80647729164887,102.20477157073807,104.14896768086534,559706.0
2018-01-25,104.43065520500522,108.25526796532456,101.49356287760864,105.293897123068,700592.0
2018-01-26,105.19971071276008,108.34399600322271,103.11829656703885,106.24196056891356,825621.0
2018-01-29,106.24348963183112,106.60696544502176,105.91879510244765,106.28215275588175,324767.0
2018-01-30,106.33878913046642,106.52403972218964,104.59606869189261,104.77860131288502,805798.0
2018-01-31,104.88531000760096,108.4101923412479,101.52518348575596,105.04495151259596,246175.0
2018-02-01,104.6463583037051,105.20648057192915,104.35951783727504,104.91889307519395,596265.0
2018-02-02,104.47123672081923,105.65585639728808,101.21507952146273,102.37594022333853,363184.0
2018-02-05,102.12667932997661,104.6262109698271,97.22500686849759,99.66427153166303,304943.0
2018-02-06,99.39687234871747,101.6585573648922,98.47672108461188,100.726100971175,565682.0
2018-02-07,100.54399222941353,100.71169071943582,95.78285440366413,95.94287864300519,645629.0
2018-02-08,96.1159760814174,97.50026841889466,94.9444930825551,96.32622288499913,638009.0
2018-02-09,96.27952485490258,97.85422336369945,93.89674202405023,95.45800416190363,482118.0
2018-02-12,95.51468053864572,102.36408238217345,91.27651318406802,98.01497234275068,466393.0
2018-02-13,97.65641507599632,98.33204965882092,96.39058543493469,97.06210831449262,546203.0
2018-02-14,96.92969473110821,101.48011670907611,93.83510651887396,98.34048737404808,499571.0
2018-02-15,98.50807857989066,101.24994511831932,94.88122504025658,97.59775366258911,549378.0
2018-02-16,97.76879952858557,98.57235680393306,97.02102863398596,97.82416247364482,480028.0
2018-02-19,97.61011407503418,99.8988782208561,97.0166287678072,99.29514763658544,619776.0
2018-02-20,99.34355818632709,100.61316100576748,97.12633954894791,98.3836751389317,230756.0
2018-02-21,99.02512870545148,100.94190471387377,98.43407701656709,100.34298711811607,419782.0
2018-02-22,100.33787146911033,101.39172882998767,97.41055272823338,98.44452409756047,254349.0
2018-02-23,98.24388320479581,100.59211430020619,96.68777626061686,99.02365635388242,494193.0
2018-02-26,98.97212093617756,102.39920207389218,97.47490419686017,100.87322605986726,853219.0
2018-02-27,100.90144419425376,106.64830895630881,96.54734585312387,102.23659614835982,365992.0
2018-02-28,102.19043946835427,106.35326606231568,102.06450132352991,106.22235903319334,465516.0
2018-03-01,106.21235560493992,109.07166609511381,101.80251468620428,104.61892902450576,598747.0
2018-03-02,104.16507932732583,106.9777278422077,99.02129587162399,101.7692526649879,193476.0
2018-03-05,101.47309894238693,103.0635176200963,98.19115936070621,99.75464417528455,359028.0
2018-03-06,99.70863557874549,101.25180523477049,99.5859494713996,101.1273734468687,511860.0
2018-03-07,101.07549204134583,104.03623940784493,99.24091400807495,102.18158515152818,138857.0
2018-03-08,101.99932558341126,103.55603822984509,100.85514806755198,102.40728443524094,299322.0
2018-03-09,102.35005507632853,104.13985246461418,98.27118074894477,100.02023655580079,687174.0
2018-03-12,100.03963545511617,102.0052204780046,99.7040748247661,101.66421057299327,660795.0
2018-03-13,101.95607173354145,103.56084520180053,97.46965290130272,99.02834437456039,513871.0
2018-03-14,98.99769686680061,102.29684318840401,98.1720081140308,101.45069524080361,629625.0
2018-03-15,101.57617782181997,110.28359934603503,99.06551014506374,107.62346043195667,482165.0
